name	intensity-avg	volume
Left-Lateral-Ventricle	23.5459	6804.9
Left-Inf-Lat-Vent	31.9534	202.6
Left-Cerebellum-White-Matter	83.0571	14263.0
Left-Cerebellum-Cortex	56.5644	57234.6
Left-Thalamus-Proper	81.8948	7094.5
Left-Caudate	70.9932	3456.6
Left-Putamen	79.684	5198.7
Left-Pallidum	96.3754	1776.1
3rd-Ventricle	25.0582	923.3
4th-Ventricle	23.0375	1426.1
Brain-Stem	81.0096	19896.7
Left-Hippocampus	59.0665	4038.9
Left-Amygdala	57.405	1496.4
CSF	35.8868	834.0
Left-Accumbens-area	66.1576	810.4
Left-VentralDC	87.5382	4033.7
Left-vessel	55.4545	21.1
Left-choroid-plexus	50.3104	371.6
Right-Lateral-Ventricle	16.3295	9729.9
Right-Inf-Lat-Vent	41.2831	288.5
Right-Cerebellum-White-Matter	82.8255	14134.7
Right-Cerebellum-Cortex	55.3629	57135.1
Right-Thalamus-Proper	81.1508	7095.5
Right-Caudate	69.7406	3722.0
Right-Putamen	78.1021	5140.9
Right-Pallidum	94.965	1792.2
Right-Hippocampus	57.8484	3797.7
Right-Amygdala	56.6488	1703.7
Right-Accumbens-area	66.4559	832.4
Right-VentralDC	86.6851	4141.7
Right-vessel	53.2	23.7
Right-choroid-plexus	44.6056	466.8
5th-Ventricle	0.0	0.0
WM-hypointensities	65.0721	1286.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	61.7181	184.5
CC_Posterior	100.3355	1181.4
CC_Mid_Posterior	90.8006	629.6
CC_Central	92.4926	490.7
CC_Mid_Anterior	93.0306	784.4
CC_Anterior	103.5164	946.1
