name	intensity-avg	volume
Left-Lateral-Ventricle	20.2269	7271.6
Left-Inf-Lat-Vent	38.7778	198.1
Left-Cerebellum-White-Matter	83.5133	10973.1
Left-Cerebellum-Cortex	54.8563	51851.9
Left-Thalamus-Proper	80.4999	6424.7
Left-Caudate	68.8741	2952.8
Left-Putamen	77.7435	4348.2
Left-Pallidum	94.2495	1499.5
3rd-Ventricle	28.8777	742.7
4th-Ventricle	20.8419	1209.1
Brain-Stem	81.259	17912.3
Left-Hippocampus	58.3737	3668.7
Left-Amygdala	56.6375	1242.2
CSF	33.9642	1042.0
Left-Accumbens-area	64.9764	479.3
Left-VentralDC	87.5175	3217.2
Left-vessel	59.2667	28.1
Left-choroid-plexus	47.9902	513.9
Right-Lateral-Ventricle	21.4898	5878.0
Right-Inf-Lat-Vent	39.9467	173.2
Right-Cerebellum-White-Matter	82.5493	10792.0
Right-Cerebellum-Cortex	53.0445	50582.4
Right-Thalamus-Proper	81.3157	6314.4
Right-Caudate	68.5536	2874.7
Right-Putamen	76.5583	4423.3
Right-Pallidum	92.803	1431.4
Right-Hippocampus	56.7101	3730.9
Right-Amygdala	56.2472	1274.5
Right-Accumbens-area	64.5662	476.1
Right-VentralDC	87.0856	3203.7
Right-vessel	57.0	16.0
Right-choroid-plexus	48.4069	585.7
5th-Ventricle	0.0	0.0
WM-hypointensities	65.97800000000001	795.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	65.869	168.0
CC_Posterior	100.8213	711.0
CC_Mid_Posterior	88.7048	393.9
CC_Central	95.6576	372.9
CC_Mid_Anterior	97.9274	409.3
CC_Anterior	100.6528	857.1
