name	intensity-avg	volume
Left-Lateral-Ventricle	29.767	4351.6
Left-Inf-Lat-Vent	42.8689	152.4
Left-Cerebellum-White-Matter	83.2682	13731.8
Left-Cerebellum-Cortex	57.5213	61499.3
Left-Thalamus-Proper	82.046	7858.4
Left-Caudate	73.3204	3434.3
Left-Putamen	79.2902	5963.4
Left-Pallidum	90.9056	1914.0
3rd-Ventricle	35.5729	783.4
4th-Ventricle	21.0892	2193.5
Brain-Stem	80.1751	22380.9
Left-Hippocampus	61.2148	4089.5
Left-Amygdala	59.2839	1452.3
CSF	42.1716	689.2
Left-Accumbens-area	67.0974	779.3
Left-VentralDC	85.1036	4276.5
Left-vessel	58.8438	48.2
Left-choroid-plexus	52.8209	392.7
Right-Lateral-Ventricle	29.0311	3922.8
Right-Inf-Lat-Vent	28.6126	919.4
Right-Cerebellum-White-Matter	83.7001	12886.5
Right-Cerebellum-Cortex	55.4385	61710.4
Right-Thalamus-Proper	81.9232	7467.1
Right-Caudate	72.7223	3639.8
Right-Putamen	77.4988	5984.2
Right-Pallidum	90.3086	1710.7
Right-Hippocampus	59.909	3930.0
Right-Amygdala	56.875	1536.9
Right-Accumbens-area	67.6657	663.2
Right-VentralDC	85.1802	4176.4
Right-vessel	53.2059	44.3
Right-choroid-plexus	52.0329	415.5
5th-Ventricle	0.0	0.0
WM-hypointensities	67.1404	1014.8
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	67.2281	145.4
CC_Posterior	96.83200000000001	1024.6
CC_Mid_Posterior	92.7906	577.7
CC_Central	95.2899	514.3
CC_Mid_Anterior	96.0099	546.7
CC_Anterior	106.1078	917.8
