name	intensity-avg	volume
Left-Lateral-Ventricle	27.1968	5952.9
Left-Inf-Lat-Vent	45.9545	230.5
Left-Cerebellum-White-Matter	84.1674	14082.1
Left-Cerebellum-Cortex	56.6243	57730.0
Left-Thalamus-Proper	86.5344	7850.9
Left-Caudate	73.8841	3830.8
Left-Putamen	80.3992	6248.3
Left-Pallidum	97.6495	1971.4
3rd-Ventricle	38.073	946.7
4th-Ventricle	24.1956	1313.7
Brain-Stem	81.9296	21242.9
Left-Hippocampus	63.6931	4322.2
Left-Amygdala	60.8737	1909.2
CSF	48.0477	921.2
Left-Accumbens-area	69.5761	821.4
Left-VentralDC	89.2979	4309.9
Left-vessel	52.9677	40.9
Left-choroid-plexus	50.306000000000004	312.2
Right-Lateral-Ventricle	38.3863	3349.5
Right-Inf-Lat-Vent	35.1527	457.4
Right-Cerebellum-White-Matter	84.1608	13411.9
Right-Cerebellum-Cortex	55.7828	55997.2
Right-Thalamus-Proper	86.6436	8103.1
Right-Caudate	75.8317	3698.7
Right-Putamen	79.2794	6157.6
Right-Pallidum	96.23299999999999	1982.6
Right-Hippocampus	61.8641	4581.2
Right-Amygdala	61.3987	1597.0
Right-Accumbens-area	71.0889	820.4
Right-VentralDC	88.9848	4438.1
Right-vessel	58.0	12.3
Right-choroid-plexus	60.7653	289.8
5th-Ventricle	0.0	0.0
WM-hypointensities	70.9906	2232.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	70.0068	176.0
CC_Posterior	101.0166	858.9
CC_Mid_Posterior	92.7035	571.5
CC_Central	92.8506	594.1
CC_Mid_Anterior	99.2777	447.6
CC_Anterior	100.9532	854.1
